"CNY","EUR","JPY","GBP","CAD","AUD","G_USD"
6.2849,1.2857,77.96,1.616,0.9833,1.0375,1772.1
6.2872,1.2966,78.29,1.602,0.9769,1.0192,1774.95
6.2878,1.288,78.25,1.6001,0.9779,1.0206,1764.3
6.2833,1.2849,78.16,1.6001,0.9819,1.0217,1762.35
6.277,1.2929,78.4,1.6047,0.9784,1.0264,1767.35
6.2672,1.2953,78.39,1.607,0.9782,1.0234,1754.48
6.2707,1.2944,78.7,1.607,0.9808,1.0252,1737.55
6.2707,1.3094,78.88,1.612,0.9863,1.0306,1747.6
6.2545,1.3114,79.01,1.6139,0.9778,1.0373,1750.15
6.2503,1.3068,79.28,1.6048,0.9856,1.0366,1741.3
6.2538,1.3022,79.33,1.5996,0.9928,1.033,1721.75
6.2547,1.3063,79.93,1.6011,0.9923,1.0327,1728.5
6.248,1.2984,79.86,1.595,0.9922,1.0265,1707.65
6.248,1.2968,79.8,1.6035,0.9935,1.0348,1701.95
6.2417,1.2938,80.36,1.6117,0.9943,1.0354,1712.1
6.2489,1.2935,79.58,1.6091,0.9967,1.0366,1711.3
6.2372,1.2957,79.78,1.6128,0.9999,1.0373,1720.65
6.2405,1.2939,80.14,1.6122,0.9965,1.0399,1714.25
6.2415,1.2841,80.44,1.6031,0.9958,1.0335,1678.1
6.2454,1.2794,80.28,1.5979,0.9963,1.0364,1685
6.2456,1.2814,80.34,1.6001,0.9919,1.0432,1716
6.2437,1.2771,79.98,1.5985,0.9964,1.0411,1717.75
6.2429,1.2747,79.47,1.598,1.0001,1.0404,1731.45
6.245,1.2713,79.46,1.5896,1.0011,1.038,1731.18
6.2291,1.2708,79.48,1.5876,0.9998,1.0426,1728.2
6.2265,1.2703,79.38,1.587,1.0022,1.0436,1725
6.2252,1.2734,80.23,1.584,1.0035,1.0375,1726.35
6.2334,1.2781,81.16,1.5862,1.0007,1.0332,1715.8
6.2356,1.2741,81.32,1.5883,1.001,1.034,1713.75
6.2345,1.2813,81.41,1.5908,0.996,1.0411,1731.7
6.2326,1.2816,81.67,1.5921,0.9968,1.0387,1727.3
6.2302,1.2829,82.52,1.5951,0.9962,1.0367,1728.7
6.2285,1.2976,82.38,1.6029,0.9925,1.0457,1753
6.2255,1.2969,82.06,1.6028,0.9933,1.0463,1748.65
6.2223,1.2943,82.14,1.6023,0.9942,1.0447,1742.15
6.2273,1.2946,82.08,1.6015,0.9918,1.0475,1719.75
6.2281,1.2977,82.12,1.604,0.9927,1.0434,1725.7
6.2267,1.2984,82.45,1.6008,0.9943,1.0423,1714.8
6.2279,1.3052,82.23,1.609,0.995,1.0418,1716
6.2256,1.3095,81.88,1.6097,0.9928,1.047,1697.55
6.2253,1.3064,82.46,1.6089,0.9918,1.0456,1693.95
6.2282,1.2969,82.38,1.6049,0.991,1.0484,1699.9
6.2301,1.2928,82.47,1.6041,0.989,1.0482,1704.05
6.2451,1.2939,82.36,1.6073,0.9864,1.0489,1712.95
6.246,1.3003,82.51,1.6112,0.9861,1.0529,1710.3
6.2518,1.3073,83.25,1.6148,0.9844,1.0553,1711.65
6.2329,1.3076,83.64,1.6111,0.9846,1.0526,1696.95
6.2415,1.3161,83.5,1.6166,0.9857,1.0564,1696.1
6.235,1.3162,83.89,1.6203,0.9836,1.055,1698.15
6.2324,1.3227,84.2,1.6251,0.9857,1.0534,1671.1
6.2303,1.3226,84.38,1.6244,0.9886,1.048,1667.25
6.2302,1.3243,84.37,1.6279,0.9875,1.0482,1647.7
6.2286,1.3183,84.23,1.6168,0.9933,1.0401,1657.25
6.2335,1.3185,84.9,1.612,0.9926,1.0361,1657.48
6.2353,1.3223,85.61,1.6136,0.9941,1.0373,1659.75
6.236,1.3234,86.09,1.6098,0.995,1.0377,1664.26
6.2335,1.3217,85.97,1.6168,0.9968,1.0373,1655.85
6.2303,1.3193,86.72,1.6243,0.9918,1.0393,1675.35
6.2303,1.3068,88.15,1.6068,0.9873,1.0477,1655.65
6.2296,1.3116,87.78,1.6114,0.9857,1.0502,1646.95
6.2241,1.308,87.04,1.6054,0.9864,1.0502,1659.25
6.2262,1.3063,87.87,1.6022,0.9877,1.0514,1657.75
6.2244,1.3263,88.72,1.6162,0.9835,1.0596,1675.45
6.2161,1.3342,89.18,1.6127,0.9847,1.0539,1662.8
6.2192,1.3382,89.46,1.6075,0.9836,1.0562,1667.85
6.2136,1.3304,88.77,1.6063,0.984,1.0565,1679.45
6.2165,1.3287,88.36,1.6005,0.9857,1.0572,1679.95
6.216,1.3377,89.87,1.5994,0.9855,1.0545,1687.55
6.2154,1.3313,90.05,1.5863,0.9917,1.0506,1684.3
6.2198,1.3322,88.7,1.5837,0.9917,1.0564,1692.7
6.218,1.3317,88.61,1.5845,0.9988,1.0555,1685.85
6.2181,1.3375,90.36,1.5786,1.0021,1.0451,1667.95
6.2205,1.3456,90.82,1.5798,1.0059,1.0422,1658.7
6.2226,1.3455,90.82,1.5692,1.006,1.0415,1655.5
6.2243,1.3493,90.7,1.5761,1.0007,1.0472,1663.8
6.2204,1.3566,91.09,1.5799,1.001,1.0413,1677.05
6.2188,1.3577,91.73,1.5855,0.9972,1.0424,1663.65
6.227,1.364,92.85,1.5697,0.9964,1.0404,1667.45
6.2328,1.3513,92.36,1.5762,0.9986,1.0437,1673.7
6.2294,1.3581,93.6,1.566,0.9952,1.0389,1672.95
6.2317,1.3521,93.63,1.5658,0.9954,1.0319,1677.7
6.2322,1.3396,93.64,1.5709,0.9977,1.0282,1671.65
6.2325,1.336,92.67,1.5793,1.0025,1.0315,1667.2
6.2443,1.3389,93.56,1.5425,1.0114,1.0354,1605.05
6.2376,1.3282,93.58,1.5231,1.0163,1.0257,1564.55
6.2405,1.3187,93.1,1.5249,1.0183,1.0247,1576.4
6.2351,1.3186,93.36,1.5175,1.02,1.0318,1581.4
6.2339,1.3062,91.79,1.5163,1.0258,1.0254,1593.5
6.2295,1.3062,91.97,1.5124,1.0255,1.0227,1613.85
6.2273,1.3133,92.17,1.5157,1.0231,1.0233,1597.4
6.2213,1.3057,92.55,1.5163,1.0303,1.0213,1579.58
6.2237,1.3018,93.56,1.5037,1.0269,1.0202,1576.23
6.2251,1.3025,93.41,1.5112,1.027,1.0193,1573.77
6.2209,1.3049,93.27,1.5126,1.0269,1.0256,1575.5
6.2181,1.2971,94.06,1.5017,1.0319,1.0235,1583.9
6.2202,1.3107,94.8,1.5012,1.029,1.0266,1578.97
6.2147,1.2998,96.02,1.4915,1.0281,1.0229,1578.8
6.2181,1.3046,96.33,1.4915,1.0259,1.0273,1581.55
6.2162,1.3024,95.96,1.4897,1.0259,1.0322,1592.8
6.2138,1.2958,96.05,1.4917,1.0279,1.0296,1587.7
6.2155,1.3002,96.11,1.5086,1.0221,1.0384,1590.2
6.2135,1.3075,95.29,1.5114,1.0197,1.0408,1591.95
6.2158,1.296,95.26,1.5107,1.0215,1.04,1605.63
6.2157,1.2866,95.13,1.5087,1.0274,1.0364,1612.75
6.2118,1.2941,95.99,1.51,1.0255,1.0378,1606.83
6.2143,1.2893,95.02,1.5167,1.0247,1.0432,1614.88
6.2122,1.2988,94.45,1.5229,1.0224,1.0443,1608.58
6.2107,1.2846,94.17,1.5171,1.0214,1.0454,1605.08
6.211,1.2853,94.53,1.5157,1.0158,1.048,1600.04
6.2138,1.2776,94.37,1.5125,1.0163,1.0443,1605.25
6.2143,1.2814,94.2,1.5188,1.0165,1.0408,1596.82
6.208,1.2845,93.2,1.5226,1.0166,1.0423,1599.52
6.1986,1.2821,93.35,1.5103,1.0142,1.0453,1575.9
6.201,1.2841,93.04,1.5129,1.0145,1.0457,1557.95
6.2033,1.3017,99.46,1.5264,1.0165,1.0413,1573.64
6.2024,1.308,99.19,1.5319,1.016,1.0487,1585.34
6.1939,1.3068,99.8,1.5326,1.0141,1.0542,1558.54
6.1963,1.3106,99.76,1.5384,1.0103,1.0539,1561.45
6.1922,1.3107,98.35,1.5338,1.0128,1.0503,1483
6.1871,1.3048,96.55,1.5289,1.0245,1.0313,1347.95
6.1831,1.318,97.77,1.5363,1.0211,1.0381,1367.89
6.1723,1.3034,98.26,1.5241,1.0262,1.0305,1376.5
6.1813,1.3051,98.22,1.5279,1.0257,1.0302,1390.59
6.1776,1.3053,99.51,1.5227,1.0265,1.0257,1390.59
6.1826,1.3061,99.31,1.5287,1.0258,1.0271,1426.45
6.1791,1.3,99.37,1.5235,1.0261,1.0267,1413
6.1781,1.3012,99.5,1.5265,1.0256,1.0279,1431.95
6.1707,1.3008,99.29,1.5434,1.0199,1.0293,1467.88
6.165,1.3029,98.04,1.545,1.0168,1.0272,1462.09
6.156,1.3061,97.91,1.5532,1.0106,1.0246,1467.08
6.1556,1.3114,99,1.5572,1.0091,1.0314,1470.75
6.1667,1.3072,99.33,1.5539,1.0068,1.0253,1469.4
6.1541,1.3077,98.95,1.548,1.0046,1.0183,1452.73
6.141,1.3158,98.9,1.5539,1.0023,1.0173,1474.07
6.1309,1.304,100.65,1.5448,1.0068,1.0088,1458.25
6.1417,1.2992,101.59,1.5361,1.0095,1.0025,1448.2
6.1468,1.2981,101.75,1.5301,1.0104,0.9954,1430.58
6.1428,1.293,102.26,1.5217,1.0181,0.9895,1425.4
6.1459,1.2879,102.25,1.5223,1.0164,0.9886,1393.03
6.1492,1.2883,102.22,1.5275,1.0185,0.982,1386
6.1419,1.2838,103.13,1.5168,1.0279,0.9725,1359.55
6.1389,1.2883,102.25,1.5257,1.0241,0.9804,1393.8
6.1356,1.2905,102.49,1.515,1.0268,0.9802,1376.37
6.1311,1.2851,103.12,1.5042,1.0371,0.9688,1370.4
6.134,1.2931,101.98,1.5106,1.0303,0.9739,1391.1
6.1316,1.2932,101.18,1.5126,1.0311,0.9646,1386.65
6.1215,1.285,102.25,1.5033,1.0401,0.9607,1381.23
6.1267,1.2938,101.12,1.5126,1.0347,0.9633,1393.1
6.1309,1.3046,100.8,1.5234,1.0294,0.9655,1414.15
6.1345,1.2996,100.47,1.5197,1.0372,0.957,1387.92
6.1317,1.307,99.44,1.5318,1.028,0.9767,1411.4
6.1286,1.3082,100.03,1.5314,1.0338,0.9648,1399.43
6.1278,1.3091,99.15,1.5405,1.0341,0.9533,1403.4
6.1362,1.3238,97.45,1.5586,1.027,0.9558,1413.91
6.1335,1.3216,97.54,1.5552,1.0185,0.951,1383.05
6.1344,1.3372,95.6,1.5718,1.0153,0.9653,1386.02
6.1308,1.3345,94.06,1.57,1.0169,0.9567,1390.74
6.125,1.3361,94.64,1.5717,1.0187,0.9548,1385.35
6.1285,1.3393,95.36,1.5637,1.0214,0.9482,1367.65
6.1269,1.3292,96.38,1.5486,1.0271,0.928,1351.26
6.1282,1.3227,97.29,1.5505,1.0379,0.9203,1285.05
6.1342,1.3116,97.8,1.5417,1.0464,0.9214,1296.4
6.1451,1.3122,97.71,1.5432,1.05,0.9249,1282.38
6.1453,1.3083,97.97,1.5424,1.0512,0.9255,1277.65
6.147,1.3006,97.77,1.5312,1.0475,0.9278,1226.65
6.149,1.3036,98.46,1.5256,1.0473,0.9281,1200.65
6.1376,1.302,99.12,1.5206,1.0511,0.9134,1234.57
6.1327,1.306,99.62,1.5215,1.0495,0.9233,1252.55
6.133,1.298,100.63,1.5153,1.0546,0.9143,1243.49
6.1308,1.3006,99.93,1.5278,1.0501,0.9083,1252.83
6.1326,1.2827,101.17,1.4893,1.0572,0.9066,1223.2
6.1337,1.2866,100.91,1.4945,1.056,0.9128,1237.07
6.1295,1.2786,101.08,1.4865,1.0524,0.9169,1251.44
6.1341,1.302,99.59,1.5064,1.043,0.9218,1259.78
6.1352,1.3094,98.99,1.5183,1.0367,0.9174,1286.2
6.1375,1.3065,99.21,1.5098,1.0394,0.904,1285.7
6.1378,1.3062,99.91,1.5098,1.0428,0.9103,1284.57
6.135,1.3156,99.15,1.5147,1.0377,0.9239,1292.22
6.1353,1.3123,99.57,1.5213,1.0402,0.9236,1276.11
6.1413,1.3111,100.52,1.5228,1.0374,0.9175,1284.24
6.1379,1.3139,100.35,1.5258,1.0366,0.9167,1296.1
6.1413,1.3185,99.59,1.5356,1.0336,0.9243,1335.88
6.1374,1.3222,99.46,1.5371,1.0291,0.929,1345.2
6.136,1.3199,100.26,1.5314,1.0311,0.9165,1322.25
6.1347,1.3275,99.24,1.5382,1.0284,0.9232,1333.9
6.1316,1.3272,98.2,1.5384,1.0275,0.927,1333.3
6.1325,1.326,97.93,1.5339,1.0263,0.92,1328.02
6.1317,1.3262,98.05,1.5237,1.0306,0.9066,1326.3
6.1289,1.3296,97.8,1.5198,1.0275,0.8955,1325.25
6.1305,1.321,99.48,1.5118,1.0349,0.8933,1310.11
6.1294,1.3276,98.9,1.5286,1.0385,0.8905,1311.75
6.1247,1.326,98.25,1.5354,1.0357,0.8931,1303.07
6.1217,1.3307,97.76,1.5348,1.0373,0.898,1283.17
6.1192,1.3335,96.36,1.5489,1.0421,0.8992,1287.65
6.1225,1.338,96.57,1.5537,1.0324,0.9103,1313.4
6.1219,1.3335,96.18,1.5503,1.0292,0.9198,1314.4
6.1223,1.3296,97.11,1.5457,1.0305,0.9139,1338.3
6.1217,1.326,98.23,1.5447,1.0344,0.9098,1321.67
6.1196,1.3257,98.02,1.5501,1.0338,0.9122,1336.15
6.1125,1.335,97.23,1.5644,1.0301,0.9138,1366.31
6.115,1.3328,97.53,1.5611,1.0345,0.9182,1376.87
6.1229,1.3335,97.63,1.5647,1.0343,0.9119,1365.98
6.1246,1.3417,97.33,1.5665,1.0393,0.9065,1371.17
6.1234,1.3356,97.68,1.5657,1.0477,0.8977,1366.76
6.1211,1.3355,98.76,1.5584,1.0517,0.9013,1376.17
6.121,1.3381,98.71,1.5569,1.0495,0.9023,1397.75
6.1225,1.3368,98.44,1.5577,1.0499,0.9027,1404.7
6.1217,1.3389,97.01,1.5543,1.0479,0.8979,1415.09
6.1202,1.3339,97.71,1.5525,1.0485,0.8936,1417.51
6.1205,1.324,98.31,1.5501,1.0536,0.8916,1407.75
6.1195,1.3218,98.17,1.5502,1.0534,0.8899,1395.15
6.1206,1.3164,99.58,1.5557,1.0534,0.9054,1412.42
6.1201,1.3203,99.75,1.5623,1.0494,0.916,1391.63
6.1199,1.3117,100.17,1.5587,1.0504,0.9129,1367.5
6.1205,1.3177,99.08,1.5631,1.042,0.918,1391.9
6.121,1.3252,99.6,1.5692,1.0369,0.9228,1387.03
6.12,1.3264,100.38,1.5729,1.0349,0.931,1363.85
6.1185,1.331,99.96,1.5821,1.0313,0.9321,1365.47
6.118,1.3299,99.47,1.5807,1.0324,0.9261,1321.67
6.1188,1.329,99.36,1.587,1.035,0.9243,1326.39
6.1203,1.3335,99.07,1.5896,1.0321,0.9317,1312.98
6.1215,1.3358,99.11,1.5906,1.0295,0.9356,1310.64
6.1212,1.3508,98.12,1.6135,1.0227,0.9496,1364.02
6.121,1.3491,98.79,1.604,1.028,0.9422,1322.74
6.121,1.3469,98.72,1.6,1.0302,0.9385,1323.35
6.12,1.3523,98.46,1.6077,1.0316,0.936,1334.48
6.1214,1.3486,98.98,1.6038,1.0309,0.9363,1324.09
6.1202,1.3519,98.24,1.6137,1.0301,0.9317,1336.65
6.122,1.3521,98.23,1.6184,1.0314,0.9322,1328.94
6.1211,1.3572,96.88,1.6083,1.0368,0.9418,1319.32
6.1211,1.3521,97.37,1.595,1.039,0.9447,1305.8
6.1158,1.3524,98.27,1.597,1.0396,0.9457,1287.6
6.1206,1.3543,98.58,1.5952,1.035,0.946,1272.18
6.1079,1.3558,98.64,1.5981,1.035,0.9491,1272.39
6.1026,1.3524,98.19,1.5994,1.0374,0.9529,1282.38
6.0995,1.3535,98.77,1.5955,1.0326,0.9558,1282.48
6.0982,1.3675,97.87,1.6161,1.0295,0.9628,1320.34
6.0968,1.3682,97.72,1.6174,1.0283,0.9674,1316.25
6.0925,1.3675,98.16,1.6143,1.0305,0.965,1316
6.0935,1.3777,98.1,1.623,1.0289,0.9704,1340.15
6.0835,1.3776,97.33,1.6163,1.0382,0.961,1333.42
6.082,1.3798,97.32,1.62,1.0416,0.9615,1346.78
6.084,1.3803,97.4,1.6166,1.045,0.9583,1350.8
6.0855,1.3785,97.66,1.6139,1.0443,0.9571,1352.65
6.0902,1.3747,98.19,1.6045,1.0467,0.9482,1345.05
6.0938,1.3736,98.44,1.6038,1.0475,0.9482,1344.57
6.0945,1.3586,98.36,1.6038,1.0434,0.9457,1323.1
6.0995,1.3486,98.69,1.5912,1.0422,0.9435,1316.2
6.0992,1.3513,98.59,1.5967,1.0422,0.9509,1314.35
6.0968,1.3474,98.49,1.6042,1.0454,0.9506,1311.81
6.0927,1.3513,98.65,1.6078,1.0418,0.9526,1317.93
6.0908,1.3419,98.08,1.6093,1.0456,0.9453,1307.65
6.0905,1.3368,99.07,1.6015,1.0477,0.9384,1288.6
6.0913,1.3405,99.15,1.5985,1.0474,0.9361,1282.8
6.0919,1.3434,99.63,1.5905,1.0493,0.9301,1268
6.0928,1.3486,99.25,1.6056,1.0456,0.9356,1281.82
6.0922,1.3456,100.02,1.6064,1.0465,0.9314,1287.2
6.0922,1.3496,100.16,1.6115,1.0436,0.9368,1290.2
6.092,1.3506,99.99,1.6109,1.0427,0.9376,1275.4
6.0927,1.3537,100.13,1.612,1.0469,0.9428,1275.65
6.0929,1.344,100.03,1.6106,1.0446,0.9336,1244.25
6.0932,1.348,101.15,1.6199,1.0519,0.9232,1243.08
6.0936,1.3555,101.25,1.6223,1.0516,0.917,1243.63
6.0926,1.3517,101.67,1.6154,1.0544,0.9159,1251.3
6.0927,1.3571,101.26,1.6215,1.0538,0.9123,1242.79
6.0924,1.3579,102.14,1.6286,1.0593,0.9079,1237.97
6.0932,1.3591,102.38,1.6369,1.061,0.9105,1253.49
6.0929,1.3541,102.93,1.6356,1.064,0.9106,1219.75
6.0924,1.3589,102.52,1.6391,1.0647,0.9134,1223.42
6.0916,1.3593,102.32,1.6383,1.0682,0.9027,1243.78
6.0913,1.3665,101.79,1.6335,1.0648,0.9062,1225.17
6.0817,1.3703,102.91,1.6346,1.0636,0.9102,1229.05
6.0723,1.3739,103.27,1.6426,1.0626,0.9107,1240.41
6.071,1.376,102.83,1.6443,1.06,0.9148,1262.18
6.0717,1.3785,102.42,1.6376,1.0587,0.9047,1252.25
6.0711,1.3753,103.37,1.635,1.0639,0.8937,1225.52
6.0712,1.3741,103.25,1.6295,1.0585,0.8964,1238.8
6.0715,1.3762,103.01,1.6299,1.0592,0.8945,1241.3
6.071,1.3765,102.68,1.6261,1.0607,0.89,1231.05
6.0718,1.3687,104.27,1.639,1.0695,0.8859,1218.5
6.0713,1.3662,104.23,1.6375,1.0663,0.8866,1188.68
6.0713,1.367,104.08,1.6335,1.0633,0.892,1203.3
6.0702,1.3694,104.09,1.6354,1.061,0.8936,1198.82
6.0714,1.3671,104.27,1.6358,1.0631,0.8913,1204.23
6.0746,1.369,104.8,1.6409,1.0646,0.8893,1210.6
6.0686,1.3742,105.16,1.6477,1.0704,0.8867,1213.35
6.0618,1.3798,105.14,1.6495,1.0642,0.8905,1196.5
6.0539,1.3746,105.27,1.6559,1.062,0.8911,1205.65
6.0506,1.3669,104.81,1.6447,1.0666,0.8909,1224.4
6.0515,1.3588,104.83,1.6414,1.0632,0.8944,1237.01
6.0526,1.3627,104.22,1.6402,1.0654,0.8965,1238.07
6.0512,1.3614,104.58,1.6401,1.0766,0.8926,1232.1
6.0512,1.3574,104.85,1.6447,1.0825,0.8898,1225.94
6.055,1.3603,104.78,1.6478,1.0842,0.8897,1227.95
6.0521,1.3667,104.15,1.648,1.0898,0.8993,1248.45
6.0434,1.3669,103,1.6388,1.0857,0.9052,1253.22
6.0412,1.3677,104.19,1.6438,1.0944,0.8963,1245.19
6.046,1.3604,104.54,1.637,1.0935,0.8915,1241.86
6.0557,1.3619,104.32,1.6353,1.0931,0.8821,1242.39
6.0502,1.3536,104.31,1.6416,1.0964,0.8779,1254.05
6.0505,1.356,104.3,1.6478,1.0966,0.8807,1241.41
6.0513,1.3545,104.51,1.6572,1.1089,0.8852,1237.08
6.0517,1.3694,103.27,1.6636,1.1098,0.8769,1264.14
6.0488,1.3675,102.28,1.6486,1.1082,0.8683,1270.07
6.048,1.3669,102.55,1.6582,1.1114,0.8734,1257.1
6.0508,1.3668,102.95,1.6576,1.1152,0.8776,1256.88
6.0553,1.3663,102.25,1.6564,1.1164,0.8739,1267.24
6.06,1.3555,102.71,1.6485,1.1158,0.879,1243.92
6.0634,1.3635,102.33,1.6405,1.1037,0.8957,1267.27
6.0593,1.3643,102.26,1.6401,1.1058,0.8949,1274.78
6.0606,1.3637,102.61,1.645,1.1008,0.9035,1291.46
6.0624,1.3592,102.51,1.6595,1.1001,0.9026,1291.18
6.0636,1.3679,102.16,1.6657,1.0977,0.8978,1302.9
6.0668,1.3692,101.79,1.6746,1.0985,0.9032,1318.69
6.0673,1.3758,102.35,1.668,1.0948,0.9026,1321.97
6.0764,1.3733,102.31,1.6679,1.1075,0.9001,1311.6
6.0834,1.3718,102.26,1.6652,1.11,0.9006,1322.94
6.0914,1.3736,102.47,1.6616,1.1116,0.8971,1324.28
6.0984,1.3733,102.47,1.6651,1.1065,0.9032,1336.98
6.1266,1.3744,102.22,1.668,1.1085,0.9016,1340.64
6.1248,1.3686,102.36,1.6671,1.113,0.8967,1330.57
6.1284,1.3709,102.11,1.6686,1.1127,0.8963,1331.33
6.145,1.38,101.77,1.6741,1.1061,0.8932,1326.44
6.1462,1.3734,101.43,1.6664,1.1076,0.8934,1350.58
6.143,1.3741,102.19,1.6663,1.1092,0.8949,1334.34
6.1282,1.3733,102.29,1.6719,1.103,0.8982,1336.9
6.1185,1.386,103.07,1.6738,1.0984,0.9088,1350.85
6.126,1.3874,103.28,1.6713,1.1085,0.9068,1339.98
6.1385,1.3877,103.27,1.6645,1.1106,0.9021,1339.72
6.1402,1.3858,102.96,1.6615,1.1101,0.897,1348.97
6.145,1.3901,102.76,1.6618,1.112,0.8991,1366.54
6.1361,1.3872,101.82,1.6624,1.1067,0.9038,1370.06
6.1502,1.3908,101.35,1.6644,1.1105,0.9031,1381.4
6.1781,1.392,101.81,1.6632,1.106,0.9085,1365.85
6.192,1.3933,101.41,1.6591,1.1131,0.9126,1355.81
6.1965,1.3815,102.38,1.6532,1.1243,0.903,1330.85
6.2275,1.3779,102.42,1.6508,1.1237,0.9035,1330.23
6.225,1.3794,102.27,1.6483,1.122,0.9076,1333.3
6.1888,1.3836,102.23,1.6496,1.1191,0.9126,1308.57
6.2024,1.3813,102.22,1.6496,1.1202,0.9145,1311.41
6.2094,1.3785,102.05,1.6578,1.11,0.9221,1304.07
6.213,1.3741,102.22,1.6607,1.1033,0.9256,1290.74
6.2122,1.3748,102.8,1.6637,1.1059,0.9246,1293.7
6.218,1.3773,103.21,1.6665,1.1051,0.9267,1284.72
6.2069,1.3793,103.69,1.663,1.1027,0.9241,1279.03
6.2056,1.3766,103.86,1.6624,1.1032,0.925,1290.51
6.2107,1.3718,103.92,1.6593,1.1036,0.9228,1286.73
6.2123,1.3706,103.31,1.6573,1.0981,0.9288,1302.7
6.1968,1.3794,101.86,1.6746,1.0918,0.9354,1308.27
6.2005,1.3851,101.97,1.679,1.088,0.938,1312.09
6.2125,1.3888,101.43,1.6785,1.0932,0.9409,1317.68
6.2113,1.3883,101.59,1.6729,1.098,0.9394,1318.1
6.2191,1.3818,101.85,1.6722,1.0961,0.9415,1326.23
6.222,1.3813,101.83,1.6726,1.0979,0.9359,1302.55
6.2214,1.3816,102.22,1.6797,1.1013,0.9368,1302.13
6.219,1.3813,102.42,1.6792,1.1007,0.9328,1294.35
6.2274,1.3794,102.6,1.6793,1.1012,0.9323,1290.12
6.2375,1.3805,102.61,1.6823,1.1025,0.9364,1283.85
6.2376,1.3815,102.53,1.6779,1.1031,0.9287,1283.51
6.2489,1.3831,102.27,1.6801,1.1022,0.9261,1293.83
6.2536,1.3831,102.18,1.6795,1.1039,0.9278,1303.5
6.253,1.385,102.48,1.6808,1.1024,0.9259,1295.69
6.258,1.3811,102.64,1.6824,1.0947,0.9267,1295.79
6.2593,1.3864,102.21,1.6873,1.096,0.9285,1291.52
6.2455,1.3875,102.14,1.6868,1.0951,0.9279,1309.46
6.2257,1.3927,101.72,1.6972,1.0893,0.934,1307.37
6.2343,1.391,101.85,1.6954,1.0897,0.9326,1289.57
6.228,1.3838,101.65,1.693,1.0832,0.9367,1289.91
6.228,1.3751,101.86,1.6845,1.0899,0.936,1289.2
6.2375,1.3759,102.14,1.6867,1.0894,0.9362,1295.23
6.2291,1.3703,102.26,1.6827,1.0906,0.9358,1294.04
6.2289,1.3714,101.84,1.6766,1.0888,0.9376,1305.26
6.2306,1.3709,101.57,1.6789,1.0879,0.9357,1296
6.2334,1.3692,101.52,1.6815,1.0857,0.9359,1292.5
6.2374,1.3708,101.46,1.6813,1.0871,0.9326,1292.64
6.2384,1.3698,101.29,1.6837,1.0906,0.9238,1293.84
6.2337,1.3685,101.43,1.6897,1.0914,0.9246,1292.27
6.235,1.3654,101.75,1.6866,1.0892,0.9224,1293.55
6.2365,1.3627,101.95,1.683,1.086,0.923,1292.3
6.2486,1.3633,102.02,1.6808,1.0856,0.9257,1262.3
6.2556,1.3592,101.82,1.6711,1.0871,0.9233,1258.27
6.2399,1.36,101.73,1.6716,1.0837,0.9305,1255.63
6.2473,1.3634,101.77,1.6744,1.0844,0.9307,1250.5
6.2541,1.3626,102.53,1.6748,1.0907,0.9267,1244.7
6.2504,1.3599,102.73,1.6735,1.0941,0.9276,1245.35
6.2548,1.3662,102.41,1.6813,1.0921,0.9335,1253.05
6.2502,1.3641,102.5,1.6795,1.093,0.9331,1252.6
6.2404,1.3592,102.54,1.6802,1.0901,0.9349,1251.81
6.225,1.3545,102.33,1.6754,1.0903,0.9369,1258.14
6.2279,1.3533,101.99,1.679,1.0865,0.9383,1260.74
6.2185,1.3549,101.75,1.6927,1.0852,0.9424,1273.5
6.2107,1.3539,102.04,1.6961,1.0855,0.9401,1276.63
6.225,1.3571,101.82,1.6979,1.0842,0.94,1271.34
6.2269,1.3546,102.15,1.696,1.0857,0.9334,1271.55
6.2314,1.3587,101.93,1.699,1.0838,0.9396,1277.87
6.2296,1.3605,101.94,1.7039,1.0819,0.9396,1319.62
6.226,1.36,102.06,1.701,1.0757,0.9385,1314.1
6.2266,1.3604,101.91,1.7027,1.0729,0.9425,1317.35
6.2315,1.3603,101.96,1.6985,1.0745,0.9367,1318.07
6.2344,1.363,101.83,1.6981,1.072,0.9401,1318.05
6.2251,1.3611,101.68,1.7024,1.0692,0.9411,1316.69
6.2181,1.3645,101.39,1.7033,1.0662,0.9422,1315.2
6.205,1.3694,101.3,1.711,1.0667,0.943,1326.43
6.2016,1.3679,101.55,1.7148,1.0633,0.9492,1326.2
6.2106,1.3656,101.77,1.7165,1.0667,0.944,1327.2
6.2129,1.3608,102.19,1.715,1.0634,0.9347,1320.02
6.204,1.3607,101.85,1.7128,1.0662,0.9371,1319.72
6.2022,1.361,101.54,1.713,1.0676,0.9398,1319.14
6.1999,1.363,101.72,1.7128,1.0653,0.9401,1325.72
6.2028,1.3606,101.34,1.7131,1.0653,0.939,1335.46
6.2037,1.3605,101.24,1.7114,1.0732,0.9389,1338.4
6.2059,1.362,101.52,1.7084,1.0711,0.9394,1308.01
6.208,1.3567,101.67,1.7142,1.0756,0.9368,1294.63
6.2047,1.3524,101.65,1.7138,1.0745,0.9362,1298.74
6.2045,1.3526,101.16,1.7099,1.0758,0.9345,1318.53
6.208,1.3523,101.32,1.7083,1.0736,0.9391,1310.2
6.2089,1.3522,101.41,1.7073,1.0738,0.9372,1311.9
6.2037,1.3466,101.47,1.7064,1.0737,0.9394,1307.95
